ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
lonwolwol,,87,lnw,crc,{},-16.2166666667,168.0,Papunesia,,Lonwolwol,814,False,False
nengone,,87,nne,nen,{},-21.5,168.0,Papunesia,,Nengone,1258,False,False
ambaelolovolinortheast,,87,aml,omb,{},-15.4166666667,167.883333333,Papunesia,,Ambae (Lolovoli Northeast),1582,False,False
portsandwich,,87,psw,psw,{},-16.5,167.75,Papunesia,,Port Sandwich,2636,False,False
aulua,,87,aul,aul,{},-16.3333333333,167.666666667,Papunesia,,Aulua,19,False,False
mwotlap,,87,mwo,mlv,{},-13.5833333333,167.583333333,Papunesia,,Mwotlap,1697,False,False
vinmavis,,87,vnm,vnm,{},-16.1666666667,167.416666667,Papunesia,,Vinmavis,2635,False,False
atchin,,87,atc,upv,{},-16.0,167.333333333,Papunesia,,Atchin,912,False,False
mae,,87,mae,mme,{},-16.0,167.25,Papunesia,,Mae,1727,False,False
drehu,,87,dre,dhv,{},-21.0,167.25,Papunesia,,Drehu,2402,False,True
nambasbig,,87,nbb,nmb,{},-16.0833333333,167.2,Papunesia,,Nambas (Big),1046,False,False
tamabo,,87,tmm,mla,{},-15.6666666667,167.166666667,Papunesia,,Tamabo,606,False,False
sakao,,87,sak,sku,{},-15.1666666667,167.083333333,Papunesia,,Sakao,1736,False,False
araki,,87,ark,akr,{},-15.6666666667,166.916666667,Papunesia,,Araki,506,False,False
nauruan,,87,nau,nau,{},-0.5,166.916666667,Papunesia,,Nauruan,1047,False,False
buma,,87,bum,tkw,{},-11.6333333333,166.833333333,Papunesia,,Buma,1675,False,False
iaai,,87,iaa,iai,{},-20.4166666667,166.583333333,Papunesia,,Iaai,2319,False,False
paita,,87,pta,duf,{},-22.0833333333,166.5,Papunesia,,Paita,829,False,False
tayo,,331,tay,cks,{},-22.0,166.333333333,Papunesia,,Tayo,229,False,False
ayiwo,,87,ayw,nfl,{},-10.3333333333,166.25,Papunesia,,Ayiwo,1155,False,False
pileni,,87,pil,piv,{},-10.2166666667,166.216666667,Papunesia,,Pileni,895,False,False
xaracuu,,87,xar,ane,{},-21.6666666667,166.0,Papunesia,,Xârâcùù,485,False,False
natugu,,87,nbk,stc,{},-10.7833333333,165.866666667,Papunesia,,Natügu,1135,False,False
tinrin,,87,tin,cir,{},-21.6666666667,165.75,Papunesia,,Tinrin,2273,False,False
ajie,,87,aji,aji,{},-21.3333333333,165.5,Papunesia,,Ajië,270,False,False
cemuhi,,87,cem,cam,{},-20.8333333333,165.166666667,Papunesia,,Cèmuhî,1862,False,False
poai,,87,poa,fwa,{},-20.6666666667,164.833333333,Papunesia,,Po-Ai,1264,False,False
nyelayu,,87,nyl,yly,{},-20.3333333333,164.333333333,Papunesia,,Nyelâyu,576,False,False
nelemwa,,87,nel,nee,{},-20.25,164.083333333,Papunesia,,Nelemwa,996,False,False
kosraean,,87,kos,kos,{},5.3,163.0,Papunesia,,Kosraean,2190,False,False
lau,,87,lau,llu,{},-9.58333333333,161.5,Papunesia,,Lau,371,False,False
saa,,87,saa,apb,{},-9.61666666667,161.45,Papunesia,,Sa'a,1049,False,False
arosi,,87,aro,aia,{},-10.25,161.333333333,Papunesia,,Arosi,1947,False,False
areare,,87,arx,alu,{},-9.25,161.166666667,Papunesia,,'Are'are,276,False,False
kwaio,,87,kwa,kwd,{},-8.95,161.0,Papunesia,,Kwaio,2221,False,False
pingilapese,,87,pgl,pif,{},6.21666666667,160.7,Papunesia,,Pingilapese,199,False,False
longgu,,87,lgu,lgu,{},-9.75,160.666666667,Papunesia,,Longgu,1806,False,False
toqabaqita,,87,toq,mlu,{},-8.41666666667,160.583333333,Papunesia,,Toqabaqita,956,False,False
rennellese,,87,rnn,mnv,{},-11.6166666667,160.25,Papunesia,,Rennellese,442,False,False
gela,,87,gel,nlg,{},-9.08333333333,160.25,Papunesia,,Gela,1548,False,False
